Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NVDA,https://www.tradingview.com/chart/?symbol=NVDA,NVIDIA Corporation,Technology,215.77,5226165174272,85.2,214.5,19.85,8.71,42.3,202.07,188.24,True,True,True,BULLISH TREND,False,59.31,NEUTRAL,5,Marvell stock extends gains after a 32% pop as Nvidia CEO calls chipmaker 'the next trillion-dollar company' | Portfolio manager explains why Sanmina Corp. is a good buy | How Nio Is Proving It's a Top Auto Stock Despite Brutal the Price War,33.04,17.08,46335873024.0,6.555,114.29,62.97,87.84,BUY SIGNAL
MCK,https://www.tradingview.com/chart/?symbol=MCK,McKesson Corporation,Healthcare,737.75,88680538112,6.0,37.2,-25.82,-8.58,50.62,809.52,817.58,False,False,False,NO CLEAR ENTRY,False,60.65,POSITIVE,5,We Ran A Stock Scan For Earnings Growth And McKesson (NYSE:MCK) Passed With Ease | Texas is the new capital of the Fortune 500—taking California’s crown | AbbVie vs. Pfizer: Which Healthcare Stock Is a Better Buy in 2026?,19.22,14.66,5657625088.0,,,1.18,55.95,IGNORE
OXY,https://www.tradingview.com/chart/?symbol=OXY,Occidental Petroleum Corporation,Energy,59.975,59653214208,-8.3,315.6,12.26,-0.49,64.83,58.78,48.38,True,True,True,BULLISH TREND,False,52.28,NEUTRAL,5,Here is What to Know Beyond Why Occidental Petroleum Corporation (OXY) is a Trending Stock | Jim Cramer Says Occidental Petroleum’s (OXY) His Second Top Oil Stock | Why Is Taylor Morrison Home (TMHC) Stock Soaring Today,81.05,15.0,3033374976.0,41.989,4.05,22.42,55.93,IGNORE
NOC,https://www.tradingview.com/chart/?symbol=NOC,Northrop Grumman Corporation,Industrials,534.775,75955953664,4.4,84.9,-29.24,-5.27,40.95,604.47,613.57,False,False,False,NO CLEAR ENTRY,False,63.07,POSITIVE,5,"Northrop Grumman Backs Space Interceptor Push With Self Funded Test | L3Harris, Northrop Win Pentagon Contracts. Karman Bolsters AI Efforts. | The Only Public Space Stock Even Elon Musk Can’t Dismiss",16.78,17.74,2071624960.0,102.682,28.51,10.8,55.9,IGNORE
ISRG,https://www.tradingview.com/chart/?symbol=ISRG,"Intuitive Surgical, Inc.",Healthcare,403.59,142929510400,23.0,18.8,-18.87,-10.78,35.54,449.59,493.93,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,ISRG Falls 11% in a Month: Is a Reversal on the Cards for the Stock? | Medtronic Stock Is Defying a Market Selloff After Earnings. Here’s Why. | The New Robotics Giant Trying To Gouge Intuitive Surgical's Lead,48.92,34.23,2254087424.0,,17.23,28.15,55.85,IGNORE
IDXX,https://www.tradingview.com/chart/?symbol=IDXX,"IDEXX Laboratories, Inc.",Healthcare,556.34,43885768704,14.3,17.2,-12.46,-1.2,64.63,563.38,636.78,False,False,False,NO CLEAR ENTRY,False,52.32,NEUTRAL,5,"IDEXX Laboratories Touts AI Push, inVue Dx Momentum at Stifel Conference | IDEXX Laboratories (IDXX) Embeds an Early Kidney Disease Detector Into Its Most Popular Test Profile | Is Wall Street Bullish or Bearish on IDEXX Laboratories Stock?",40.88,33.69,786844480.0,71.04,72.91,24.63,55.79,IGNORE
TGT,https://www.tradingview.com/chart/?symbol=TGT,Target Corporation,Consumer Defensive,124.485,56539979776,6.7,-24.7,4.02,-1.64,55.31,123.55,103.97,True,True,True,BULLISH TREND,False,61.91,POSITIVE,5,"These supplements 'actually work': Why this brand stands out | 2 e-commerce logistics providers expand capacity in Great Plains | Is Costco Stock a Buy, Hold or Sell After Its Q3 Earnings Beat?",16.42,13.99,3141250048.0,117.548,22.02,3.24,55.6,IGNORE
GE,https://www.tradingview.com/chart/?symbol=GE,GE Aerospace,Industrials,318.31,332579733504,24.7,-1.8,-4.6,13.47,68.11,297.16,301.31,True,True,False,BULLISH TREND,False,79.93,POSITIVE,5,"A leaner, more focused Honeywell Aerospace projects strong growth after spinoff | GE Vernova Inc. (GEV) is Attracting Investor Attention: Here is What You Should Know | Honeywell Aerospace Stock Needs to Do Better. There’s Only One Way That Happens.",39.59,36.64,5667999744.0,116.527,45.43,17.86,55.59,IGNORE
CCEP,https://www.tradingview.com/chart/?symbol=CCEP,Coca-Cola Europacific Partners PLC,Consumer Defensive,92.21,40828473344,0.2,68.3,-11.44,0.98,55.31,93.23,91.45,False,True,True,NO CLEAR ENTRY,False,58.88,NEUTRAL,5,Coca-Cola’s America250 Push Highlights Packaging Rewards And Plastic Risks | A Look At Coca-Cola Europacific Partners (ENXTAM:CCEP) Valuation After Recent Share Price Weakness | Wall Street Futures Advance Premarket Tuesday on Mid East Peace Talks Optimism,18.59,16.23,1747874944.0,130.001,22.89,9.29,55.56,IGNORE
NEE,https://www.tradingview.com/chart/?symbol=NEE,"NextEra Energy, Inc.",Utilities,85.39,178089836544,7.3,160.0,-7.78,-10.6,26.4,92.11,84.64,False,True,True,BUY THE DIP,False,52.33,NEUTRAL,5,Assessing NextEra Energy (NEE) Valuation After Recent Share Price Weakness And Mixed Return Signals | Beyond the AI Boom: 3 Forgotten Sectors to Buy Amid Historic Market Disconnect | NextEra Energy (NEE) Stock Declines While Market Improves: Some Information for Investors,21.67,19.42,-18453374976.0,156.686,10.32,29.37,55.49,IGNORE
AIG,https://www.tradingview.com/chart/?symbol=AIG,"American International Group, Inc.",Financial Services,72.78,38588407808,1.4,21.6,-7.4,-6.16,36.91,76.15,77.52,False,False,False,NO CLEAR ENTRY,False,59.99,NEUTRAL,5,2 S&P 500 Stocks with Exciting Potential and 1 We Brush Off | American International Group (AIG) to Acquire Everest Colombia Unit | A Look At American International Group (AIG) Valuation As Shares Weaken Year To Date,12.81,8.18,9517249536.0,22.647,7.72,11.84,55.45,IGNORE
OTIS,https://www.tradingview.com/chart/?symbol=OTIS,Otis Worldwide Corporation,Industrials,70.075,26888902656,6.4,42.6,-23.69,-7.09,34.17,75.72,84.85,False,False,False,NO CLEAR ENTRY,False,53.61,NEUTRAL,5,A Look Back at General Industrial Machinery Stocks’ Q1 Earnings: Otis (NYSE:OTIS) Vs The Rest Of The Pack | How Otis Link MOD Escalator Upgrades Could Reshape Otis Worldwide’s (OTIS) Investment Narrative | Otis Worldwide (OTIS) Valuation Check After Mixed Results And Launch Of Otis Link MOD Suite,18.64,14.85,1682125056.0,,,10.11,55.39,IGNORE
EMR,https://www.tradingview.com/chart/?symbol=EMR,Emerson Electric Co.,Industrials,140.49,78688444416,2.9,27.9,-3.76,4.13,56.18,137.69,136.47,True,True,True,BULLISH TREND,False,53.79,NEUTRAL,5,"Emerson Electric Insiders Sell US$2.6m Of Stock, Possibly Signalling Caution | No Rate Cuts Until 2027? Grab These High-Yielding Safe Dividend Kings Now | Is Emerson Electric (EMR) Quietly Reframing Its Automation Story Around Physical AI At The Edge?",32.52,19.64,3272250112.0,69.182,12.33,13.35,55.35,IGNORE
INVH,https://www.tradingview.com/chart/?symbol=INVH,Invitation Homes Inc.,Real Estate,28.945,17194545152,9.2,-3.7,11.48,1.38,57.76,27.42,27.27,True,True,True,BULLISH TREND,False,64.99,POSITIVE,5,Essex Property Stock Gains 8.4% in Three Months: Will the Trend Last? | Assessing Invitation Homes (INVH) Valuation After Recent Mixed Share Price Performance | Invitation Home (INVH) Up 2.1% Since Last Earnings Report: Can It Continue?,30.47,43.58,1021075392.0,97.038,6.19,20.96,55.2,IGNORE
COO,https://www.tradingview.com/chart/?symbol=COO,"The Cooper Companies, Inc.",Healthcare,60.46,11796616192,6.2,26.9,-27.48,-1.72,54.92,65.17,72.94,False,False,False,NO CLEAR ENTRY,False,59.61,NEUTRAL,5,National Vision and Smart Glasses: Early Investing Signals | CooperCompanies (COO) Reports Q1: Everything You Need To Know Ahead Of Earnings | A Look At Cooper Companies (COO) Valuation After Recent Share Price Weakness,30.08,12.06,367087488.0,33.201,4.87,9.67,55.02,IGNORE
ALL,https://www.tradingview.com/chart/?symbol=ALL,The Allstate Corporation,Financial Services,211.125,54347993088,3.0,338.4,-0.64,-3.47,45.65,212.12,204.78,False,True,True,NO CLEAR ENTRY,False,39.47,NEGATIVE,5,Is Now The Time To Put Allstate (NYSE:ALL) On Your Watchlist? | How Is Chubb's Stock Performance Compared to Other Property & Casualty Insurance Stocks? | Allstate (ALL) Down 4.6% Since Last Earnings Report: Can It Rebound?,4.67,8.04,12428999680.0,23.719,45.22,17.81,54.96,IGNORE
CMI,https://www.tradingview.com/chart/?symbol=CMI,Cummins Inc.,Industrials,687.5325,94871969792,2.7,-21.0,23.14,5.02,45.24,632.32,524.53,True,True,True,BULLISH TREND,False,47.76,NEUTRAL,5,Is It Too Late To Consider Cummins (CMI) After A 106% One Year Surge? | “Demand for Data Center Power Continues to Outpace Expectations” — Josh Brown’s Case for Heavy Assets Over AI Hype | Bernstein Maintains Market Perform Rating on Cummins (CMI) Following Updated 2030 Guidance,35.73,20.48,1688625024.0,61.621,21.99,7.89,54.92,IGNORE
Q,https://www.tradingview.com/chart/?symbol=Q,"Qnity Electronics, Inc.",Technology,156.55,32772052992,17.6,-21.7,34.89,,,,,False,False,False,NO DATA,False,52.94,NEUTRAL,5,"Qnity Electronics, Inc. (Q) Price Target Raised to $200 on Strong AI-Driven Demand Trends | Qnity Electronics Stock: Analyst Estimates & Ratings | Jim Cramer on Qnity: “I Think It’s Too Expensive for the Moment”",50.5,32.91,702374976.0,60.756,7.48,13.13,54.89,IGNORE
REG,https://www.tradingview.com/chart/?symbol=REG,Regency Centers Corporation,Real Estate,76.56,14311741440,10.0,17.2,-3.08,-2.78,49.27,77.89,72.65,False,True,True,NO CLEAR ENTRY,False,53.33,NEUTRAL,5,"Here Are Friday’s Top Wall Street Analyst Research Calls: Best Buy, Cogent Communications, Dell Technologies, EPAM Systems, Federal Realty, Gap, Snowflake, Viper Energy, and More | Assessing Regency Centers (REG) Valuation After Recent Steady Performance And Modest Undervaluation Estimate | Federal Realty vs. Regency Centers: Which Retail REIT to Buy Now?",26.31,30.25,574623104.0,73.218,8.0,33.11,54.87,IGNORE
VMC,https://www.tradingview.com/chart/?symbol=VMC,Vulcan Materials Company,Basic Materials,284.6,36928241664,7.4,29.7,-4.76,-0.89,60.89,281.45,290.6,True,False,False,NO CLEAR ENTRY,False,57.66,NEUTRAL,5,Why Is Vulcan (VMC) Down 8.3% Since Last Earnings Report? | A Look At Vulcan Materials (VMC) Valuation After Recent Share Price Weakness | Vulcan Materials surges $2B in market cap after crucial ruling,33.76,26.36,244387504.0,61.249,13.46,13.81,54.86,IGNORE
PCG,https://www.tradingview.com/chart/?symbol=PCG,PG&E Corporation,Utilities,16.84,37085462528,15.0,39.8,-10.74,3.89,53.57,16.9,16.28,False,True,True,NO CLEAR ENTRY,False,71.53,POSITIVE,5,PCG or OGE: Which Is the Better Value Stock Right Now? | Here's Why You Should Add Duke Energy Stock to Your Portfolio Now | CenterPoint Benefits From Strong Capital Recovery & Rising Demand,13.05,9.34,-5572125184.0,187.872,8.83,11.01,54.77,IGNORE
ECL,https://www.tradingview.com/chart/?symbol=ECL,Ecolab Inc.,Basic Materials,258.37,72715010048,10.0,7.8,-13.2,1.09,59.96,261.64,270.28,False,False,False,NO CLEAR ENTRY,False,52.33,NEUTRAL,5,Is Ecolab Stock Underperforming the S&P 500? | Did Ecolab’s (ECL) US$5 Billion Bond Issuance Just Reframe Its Funding-Led Efficiency Story? | Evaluating Ecolab (ECL) After Recent Share Price Softness And Conflicting Valuation Signals,35.01,26.89,1586424960.0,92.369,22.43,12.8,54.59,IGNORE
WSM,https://www.tradingview.com/chart/?symbol=WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,204.325,24058574848,4.4,4.3,2.79,16.3,82.79,186.68,191.82,True,True,False,WATCH - OVERBOUGHT,False,53.07,NEUTRAL,5,Is Home Depot's Interconnected Retail Strategy Paying Off? | How The Investment Narrative For Williams-Sonoma (WSM) Is Evolving Without New Analyst Signals | A Look At Williams Sonoma (WSM) Valuation After Earnings Beat Guidance Reaffirmation And Pottery Barn Leadership Changes,22.88,19.97,885462144.0,79.878,54.01,13.81,54.2,IGNORE
PG,https://www.tradingview.com/chart/?symbol=PG,The Procter & Gamble Company,Consumer Defensive,141.55,329613213696,7.4,5.8,-10.71,-1.3,48.37,143.76,147.68,False,False,False,NO CLEAR ENTRY,False,60.22,POSITIVE,5,Procter & Gamble Company (The) (PG) is Attracting Investor Attention: Here is What You Should Know | 1 Cash-Producing Stock on Our Buy List and 2 We Ignore | No Rate Cuts Until 2027? Grab These High-Yielding Safe Dividend Kings Now,20.69,19.98,12733750272.0,67.651,31.11,19.16,54.17,IGNORE
DGX,https://www.tradingview.com/chart/?symbol=DGX,Quest Diagnostics Incorporated,Healthcare,194.015,21476767744,9.2,15.5,-6.48,1.31,56.51,194.03,187.31,False,True,True,NO CLEAR ENTRY,False,50.45,NEUTRAL,5,Encompass Health to Expand WV Footprint With 36-Bed Bridgeport Unit | Quest Diagnostics (DGX) Upgraded to Buy: Here's What You Should Know | 3 Reasons to Sell DGX and 1 Stock to Buy Instead,21.41,16.62,947875008.0,82.737,14.54,9.08,54.09,IGNORE
SCHW,https://www.tradingview.com/chart/?symbol=SCHW,The Charles Schwab Corporation,Financial Services,87.465,152113479680,15.8,38.6,-7.83,-4.05,39.09,91.51,94.47,False,False,False,NO CLEAR ENTRY,False,59.39,NEUTRAL,5,"'The world is choosing Texas': Is 'Y'All Street' taking over as the new financial capital of America? | Schwab Upgrades Trading Features: A Catalyst for Market Share Gains? | Digital Tools for Big IPOs: Computershare’s Issuer Services North America CEO Ann Bowering, Live at Nasdaq",17.39,12.12,,120.766,19.08,37.99,53.85,IGNORE
RJF,https://www.tradingview.com/chart/?symbol=RJF,"Raymond James Financial, Inc.",Financial Services,146.24,28499697664,13.1,15.3,-4.53,-6.74,35.52,150.27,158.73,False,False,False,NO CLEAR ENTRY,False,53.9,NEUTRAL,5,Raymond James Doubles Micron Stock Price Target on Booming AI Demand | Micron Gains as Raymond James Lifts Target | 1 Oversold Stock Set for a Comeback and 2 That Underwhelm,13.8,10.94,,48.477,17.29,14.58,53.81,IGNORE
BRO,https://www.tradingview.com/chart/?symbol=BRO,"Brown & Brown, Inc.",Financial Services,55.4701,18801471488,35.7,-7.9,-22.9,-3.48,54.85,61.64,76.41,False,False,False,NO CLEAR ENTRY,False,61.85,POSITIVE,5,Is Brown & Brown’s Q1 Surge And Accession Integration Progress Altering The Investment Case For BRO? | Brown & Brown (BRO) Q1 2026 Earnings Transcript | AJG Bets on Specialty Insurance Buyouts for Long-Term Growth,18.07,11.41,1522499968.0,64.37,11.93,18.36,53.8,IGNORE
TMO,https://www.tradingview.com/chart/?symbol=TMO,Thermo Fisher Scientific Inc.,Healthcare,473.74,176051945472,6.2,11.3,-6.67,2.41,64.54,480.15,526.14,False,False,False,NO CLEAR ENTRY,False,74.3,POSITIVE,5,"Yum! Brands upgraded, Chipotle downgraded: Wall Street's top analyst calls | Is Thermo Fisher Scientific (TMO) Pricing Look Interesting After Recent Share Price Swings | The Zacks Analyst Blog Highlights Microsoft, Dell, Thermo Fisher,Village Super Market and  Comstock",26.07,17.38,5520625152.0,82.903,13.52,15.15,53.79,IGNORE
EXPE,https://www.tradingview.com/chart/?symbol=EXPE,"Expedia Group, Inc.",Consumer Cyclical,224.51,26946156544,14.7,,4.8,-8.73,61.66,235.38,238.59,False,False,False,NO CLEAR ENTRY,False,57.01,NEUTRAL,5,3 Reasons EXPE is Risky and 1 Stock to Buy Instead | Forget Expedia: This Unstoppable Monopoly Is a Far Smarter Bet | Barry Diller Offers to Buy Rest of MGM in Deal Valued at Nearly $19 Billion,19.83,9.72,3478249984.0,256.536,71.49,9.81,53.66,IGNORE
AMT,https://www.tradingview.com/chart/?symbol=AMT,American Tower Corporation,Real Estate,186.805,87031152640,6.8,76.9,-0.83,3.28,76.77,177.78,180.8,True,True,False,WATCH - OVERBOUGHT,False,60.83,POSITIVE,5,American Tower Stock: Is AMT Underperforming the Real Estate Sector? | DLR Stock Rallies 19% in 6 Months: Will the Momentum Last? | XLRE Hits 11% Gain This Year; Can the Payout Stay Safe,30.13,27.05,4614362624.0,444.55,29.95,26.81,53.62,IGNORE
TJX,https://www.tradingview.com/chart/?symbol=TJX,"The TJX Companies, Inc.",Consumer Cyclical,157.415,173897039872,9.2,29.3,-1.11,2.13,70.27,156.26,149.99,True,True,True,WATCH - OVERBOUGHT,False,62.65,POSITIVE,5,"Ollie's Bargain Lifts Full-Year Earnings Guide, Trims Revenue Outlook | Ulta Beauty Lifts FY26 View as Q1 Earnings Beat, Comps Rise 5.3% | TJX Companies Extends Sales Growth Momentum: More Upside Ahead?",30.69,27.33,4314250240.0,136.307,61.25,9.4,53.61,IGNORE
FITB,https://www.tradingview.com/chart/?symbol=FITB,Fifth Third Bancorp,Financial Services,49.79,45125251072,33.0,-78.9,1.35,0.79,66.79,48.87,46.41,True,True,True,BULLISH TREND,False,54.4,NEUTRAL,5,How FITB's NYSE Move Reflects Its Transition Into a Larger U.S. Bank | Fifth Third Shifts To NYSE As Capital Structure And Valuation Draw Focus | Are You Looking for a High-Growth Dividend Stock?,16.76,10.11,,,7.97,24.13,53.5,IGNORE
ACGL,https://www.tradingview.com/chart/?symbol=ACGL,Arch Capital Group Ltd.,Financial Services,88.31,30854594560,-3.3,94.6,-12.11,-5.7,31.81,94.91,93.44,False,False,True,NO CLEAR ENTRY,False,41.68,NEUTRAL,5,"KNSL Lags Industry, Trades at Premium: What Should Investors Do? | A Look At Arch Capital Group (ACGL) Valuation After Recent Share Price Weakness | Arch Capital (ACGL) Down 1.4% Since Last Earnings Report: Can It Rebound?",6.79,8.92,5276125184.0,11.282,21.31,24.64,53.38,IGNORE
AKAM,https://www.tradingview.com/chart/?symbol=AKAM,"Akamai Technologies, Inc.",Technology,160.99,23405604864,5.8,-13.4,57.71,52.19,49.85,121.78,95.81,True,True,True,BULLISH TREND,False,45.78,NEUTRAL,5,"AKAM, NVDA Strengthen Tie-Up To Counter AI Infrastructure Threats – Here’s Why The Collaboration Might Be Critical | Bear of the Day: Akamai Technologies (AKAM) | 3 Unpopular Stocks We Approach with Caution",54.21,22.42,700723392.0,119.534,9.17,10.2,53.36,IGNORE
GDDY,https://www.tradingview.com/chart/?symbol=GDDY,GoDaddy Inc.,Technology,85.6,11334283264,6.1,6.0,-4.07,-3.04,50.36,85.63,111.82,False,False,False,NO CLEAR ENTRY,False,62.39,POSITIVE,5,1 of Wall Street’s Favorite Stocks with Competitive Advantages and 2 We Avoid | 2 Cash-Producing Stocks to Target This Week and 1 We Find Risky | 1 S&P 500 Stock with Impressive Fundamentals and 2 That Underwhelm,13.57,7.95,1347612544.0,1621.618,398.21,17.32,53.29,IGNORE
SBUX,https://www.tradingview.com/chart/?symbol=SBUX,Starbucks Corporation,Consumer Cyclical,96.9,110436925440,8.8,32.6,0.82,-7.15,23.29,99.09,90.31,False,True,True,BUY THE DIP,False,57.12,NEUTRAL,5,"How Starbucks plans to boost the afternoon business | After Plunging 9.0% in 4 Weeks, Here's Why the Trend Might Reverse for Starbucks (SBUX) | Black Rock Coffee Bar Touts 20% Growth Goals, 1,000-Store Ambition at Conference",73.97,31.99,-1304087552.0,,,3.89,53.17,IGNORE
PDD,https://www.tradingview.com/chart/?symbol=PDD,PDD Holdings Inc.,Consumer Cyclical,85.1,121131040768,11.0,-14.9,-15.5,-12.98,29.81,97.83,112.78,False,False,False,NO CLEAR ENTRY,False,63.79,POSITIVE,5,Is PDD Holdings Inc. Sponsored ADR (PDD) a Buy as Wall Street Analysts Look Optimistic? | PDD Holdings Inc. Sponsored ADR (PDD) is Attracting Investor Attention: Here is What You Should Know | Shein Copyright Claim Puts Temu’s Growth Model And Costs Under Scrutiny,8.93,6.81,71642849280.0,1.21,25.4,21.62,53.15,IGNORE
FDS,https://www.tradingview.com/chart/?symbol=FDS,FactSet Research Systems Inc.,Financial Services,253.235,9225636864,7.1,-4.5,14.18,13.38,76.56,223.73,262.15,True,False,False,WATCH - OVERBOUGHT,False,63.93,POSITIVE,5,"Ollie's Bargain Lifts Full-Year Earnings Guide, Trims Revenue Outlook | Medtronic Stock Is Defying a Market Selloff After Earnings. Here’s Why. | Macy's Fiscal Q1 Adjusted Earnings, Revenue Rise",16.31,13.06,590249344.0,72.972,28.08,24.48,53.11,IGNORE
CRWD,https://www.tradingview.com/chart/?symbol=CRWD,"CrowdStrike Holdings, Inc.",Technology,748.45,190507859968,23.3,,91.21,59.5,79.66,503.49,475.31,True,True,True,WATCH - OVERBOUGHT,False,41.55,NEUTRAL,5,What's moving markets: June 3 | Palo Alto Networks Just Had a Monster Quarter. So Why Is Wall Street Nervous? | Stocks Mostly Down Pre-Bell as Traders Assess Latest Middle East Developments,,121.29,1604615040.0,18.336,-4.14,-3.38,52.92,IGNORE
ORLY,https://www.tradingview.com/chart/?symbol=ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,87.18,72247377920,10.2,16.1,-7.13,-7.24,39.95,91.93,96.33,False,False,False,NO CLEAR ENTRY,False,58.02,NEUTRAL,5,3 Large-Cap Stocks with Solid Fundamentals | 3 Market-Beating Stocks to Keep an Eye On | More Drivers Are Joining the High-Miles Club. This Stock Could Pull Ahead.,28.4,24.1,1330813184.0,,,14.3,52.74,IGNORE
CTSH,https://www.tradingview.com/chart/?symbol=CTSH,Cognizant Technology Solutions Corporation,Technology,53.3,25215109120,5.8,3.6,-16.56,3.52,70.95,55.39,67.93,False,False,False,WATCH - OVERBOUGHT,False,58.91,NEUTRAL,5,"Is Cognizant Technology Solutions Corporation (CTSH) Among the Most Undervalued Tech Stocks to Buy? | Here's Why Cognizant (CTSH) is a Strong Momentum Stock | Cognizant CEO is swimming against the tide on AI: he’s hiring over 20,000 graduates this year and says AI tokenmaxxing is a ‘vanity metric’",11.56,8.65,1908875008.0,7.247,14.88,10.41,52.61,IGNORE
ROL,https://www.tradingview.com/chart/?symbol=ROL,"Rollins, Inc.",Consumer Cyclical,45.34,21829562368,10.2,1.3,-24.39,-15.98,20.18,53.27,57.17,False,False,False,NO CLEAR ENTRY,False,50.48,NEUTRAL,5,"1 Stock Under $50 with Exciting Potential and 2 We Avoid | Will Rollins' (ROL) CFO Transition Subtly Recast Its Capital Discipline And Transparency Story? | Why Did BSX, LI, ROL Stocks Fall To 52-Week Lows On Friday?",41.6,32.49,521446112.0,77.235,38.67,13.77,52.44,IGNORE
O,https://www.tradingview.com/chart/?symbol=O,Realty Income Corporation,Real Estate,60.275,56205987840,12.0,17.9,-8.25,-4.58,42.37,62.02,59.25,False,True,True,NO CLEAR ENTRY,False,57.22,NEUTRAL,5,"Agree Realty in a Roth IRA: How to Maximize Income From This Monthly Dividend Net-Lease REIT | How a 54-Year-Old Engineer Built a $1.6 Million Income Portfolio That Pays $9,500 a Month Through 67 | A $1.4 Million Portfolio That Generates More Income Than the Average California Public Employee Pension",49.41,35.02,1797902592.0,73.467,2.83,18.9,52.43,IGNORE
UNP,https://www.tradingview.com/chart/?symbol=UNP,Union Pacific Corporation,Industrials,263.97,156722479104,3.2,6.2,-0.19,0.73,50.66,257.36,237.18,True,True,True,BULLISH TREND,False,48.98,NEUTRAL,5,"Union Pacific Faces Merger Uncertainty As Regulators Extend Norfolk Southern Review | The Retirement Portfolio Case: Ditch the Delivery App, Buy the Railroad | Railroad Regulator Demands More Details on Union Pacific-Norfolk Southern Merger",21.73,19.29,4034374912.0,162.246,40.69,29.2,52.32,IGNORE
GPN,https://www.tradingview.com/chart/?symbol=GPN,Global Payments Inc.,Industrials,66.755,18260396032,63.1,,-13.8,-7.03,49.32,69.46,76.66,False,False,False,NO CLEAR ENTRY,False,58.41,NEUTRAL,5,Does PrognoCIS’ New PrognoPay Integration Deepen Global Payments’ Embedded Healthcare Strategy For GPN? | What level of long-term growth is priced in for payments companies? | Global Payments (GPN) Unveils AI-First Genius Handheld for Frontline Operations,24.54,4.12,7124387840.0,95.593,2.94,-7.97,52.27,IGNORE
TRI,https://www.tradingview.com/chart/?symbol=TRI,Thomson Reuters Corporation,Industrials,84.04,36686725120,9.8,5.6,-18.47,-11.57,53.0,87.75,119.78,False,False,False,NO CLEAR ENTRY,False,52.06,NEUTRAL,5,Thomson Reuters (TRI) and Sterne Kessler Launch AI Patent Tool | Thomson Reuters' (TSE:TRI) Problems Go Beyond Weak Profit | Anthropic Expands Push Into Legal Industry With New AI Tools,24.22,16.61,1677874944.0,22.85,12.73,19.93,52.26,IGNORE
TRGP,https://www.tradingview.com/chart/?symbol=TRGP,Targa Resources Corp.,Energy,267.92,57507397632,-10.2,142.9,10.34,3.45,53.86,251.92,199.75,True,True,True,BULLISH TREND,False,59.44,NEUTRAL,5,Possible Bearish Signals With Targa Resources Insiders Disposing Stock | Bill Nygren's Strategic Moves: A Closer Look at Netflix Inc's 1.51% Portfolio Impact | AI Energy Infrastructure Stocks Near Buy Points: 'Pep In The Step',27.37,21.77,-318550016.0,585.249,74.1,12.87,52.26,IGNORE
AXP,https://www.tradingview.com/chart/?symbol=AXP,American Express Company,Financial Services,304.31,207638757376,11.6,17.6,-0.83,-4.67,41.08,313.91,335.74,False,False,False,NO CLEAR ENTRY,False,79.56,POSITIVE,5,Top 20 global payment companies’ revenue rises 8% in 2025 as scale still wins: GlobalData | American Express Taps Sports Fans With New Fanatics Rewards Card | Delta Air Lines vs. United Airlines: Which Industrials Stock Is a Better Buy in 2026?,19.01,15.12,,177.847,34.42,16.3,52.16,IGNORE
AES,https://www.tradingview.com/chart/?symbol=AES,The AES Corporation,Utilities,14.7101,10490620928,8.7,951.1,5.02,3.01,79.17,14.33,13.98,True,True,True,WATCH - OVERBOUGHT,False,50.0,NEUTRAL,5,AI Data Center Supplier Fluence Soars On Nvidia Partnership | AES Rate Proposal And Mega Renewables Project Reshape Earnings Visibility | AES (AES) Q2 2025 Earnings Call Transcript,7.66,6.16,-2964999936.0,259.603,5.26,10.82,52.15,IGNORE
FTV,https://www.tradingview.com/chart/?symbol=FTV,Fortive Corporation,Technology,60.98,18590425088,7.7,-12.4,5.2,1.5,59.07,59.03,54.24,True,True,True,BULLISH TREND,False,59.38,NEUTRAL,5,"NetApp Q4 Earnings & Revenues Surpass Estimates, Stock Up | 3 Industrials Stocks Walking a Fine Line | Winners And Losers Of Q1: Fortive (NYSE:FTV) Vs The Rest Of The Professional Tools and Equipment Stocks",35.87,18.93,953612480.0,58.806,6.81,12.84,51.95,IGNORE
COHR,https://www.tradingview.com/chart/?symbol=COHR,Coherent Corp.,Technology,415.505,81289117696,20.5,,47.97,25.95,53.32,328.4,207.7,True,True,True,BULLISH TREND,False,50.0,NEUTRAL,5,"When Nvidia's CEO Speaks, This Stock Listens | What's Happening With Coherent Stock? | Why Coherent (COHR) Is Up 11.9% After Nvidia’s AI Optics Deal And Equity Investment",198.81,51.32,-197631744.0,31.093,4.72,7.1,51.95,IGNORE
DECK,https://www.tradingview.com/chart/?symbol=DECK,Deckers Outdoor Corporation,Consumer Cyclical,105.885,14705411072,9.6,-4.8,-3.62,8.43,68.43,103.45,103.25,True,True,True,BULLISH TREND,False,55.9,NEUTRAL,5,"Footwear Names Are Regaining Their Stride. What Crocs and Deckers Charts Say. | Genesco's Two-Speed Turnaround | Centene, Deckers and 14 Other ‘Dividend Hopefuls’",15.08,12.76,858725120.0,15.01,40.86,18.71,51.87,IGNORE
